dataset,cell,k_max,dynamic,k_reg,seed,wall_time_s,mse,nll_gaussian,nll_mdn,effective_k,max_p_mid,sum_p_mid
exponential,C,7,NONE,NONE,31,8.4,1.448037,1.221863,2.393785,7.0,0.2959,0.4408
heteroscedastic,C,3,SOFT_GATING,NONE,42,6.9,2.020211,1.478469,,2.9818,0.2999,0.2999
heteroscedastic,C,3,SOFT_GATING,NONE,123,10.5,1.76422,1.412952,,2.7538,0.5855,0.5855
heteroscedastic,C,3,SOFT_GATING,NONE,7,3.2,1.657597,1.454207,,2.954,0.2917,0.2917
heteroscedastic,C,3,SOFT_GATING,NONE,2026,17.7,1.850406,1.597299,,2.9465,0.2829,0.2829
heteroscedastic,C,3,SOFT_GATING,NONE,31,7.9,1.67762,1.372491,,2.9943,0.2386,0.2386
heteroscedastic,C,3,SOFT_GATING,K_PENALTY,42,9.0,1.881217,1.486053,,2.9756,0.2635,0.2635
heteroscedastic,C,3,SOFT_GATING,K_PENALTY,123,12.9,1.753642,1.408252,,2.7262,0.8043,0.8043
heteroscedastic,C,3,SOFT_GATING,K_PENALTY,7,3.3,1.739249,1.456298,,2.9192,0.2705,0.2705
heteroscedastic,C,3,SOFT_GATING,K_PENALTY,2026,5.9,1.99734,1.603177,,2.6782,0.1897,0.1897
heteroscedastic,C,3,SOFT_GATING,K_PENALTY,31,8.2,1.678091,1.372736,,2.9931,0.2494,0.2494
heteroscedastic,C,3,SOFT_GATING,ELBO,42,13.8,1.884431,1.464853,,2.3746,0.2468,0.2468
heteroscedastic,C,3,SOFT_GATING,ELBO,123,19.1,2.055259,1.498924,,2.3329,0.4908,0.4908
heteroscedastic,C,3,SOFT_GATING,ELBO,7,22.4,1.711697,1.305219,,2.3615,0.2548,0.2548
heteroscedastic,C,3,SOFT_GATING,ELBO,2026,21.3,2.067163,1.617156,,2.3389,0.2079,0.2079
heteroscedastic,C,3,SOFT_GATING,ELBO,31,22.1,1.631433,1.342242,,2.3524,0.1894,0.1894
heteroscedastic,C,3,GUMBEL_SOFTMAX,NONE,42,8.5,1.899677,1.460513,,2.8239,0.4138,0.4138
heteroscedastic,C,3,GUMBEL_SOFTMAX,NONE,123,15.1,1.723778,1.409279,,3.0,0.4326,0.4326
heteroscedastic,C,3,GUMBEL_SOFTMAX,NONE,7,4.3,1.627612,1.32875,,2.9995,0.2116,0.2116
heteroscedastic,C,3,GUMBEL_SOFTMAX,NONE,2026,7.5,2.080896,1.745359,,2.6273,0.2911,0.2911
heteroscedastic,C,3,GUMBEL_SOFTMAX,NONE,31,11.7,1.651256,1.347225,,3.0,0.3517,0.3517
heteroscedastic,C,3,GUMBEL_SOFTMAX,K_PENALTY,42,7.8,2.166291,1.54049,,2.8029,0.3916,0.3916
heteroscedastic,C,3,GUMBEL_SOFTMAX,K_PENALTY,123,13.8,1.727789,1.408728,,3.0,0.4331,0.4331
heteroscedastic,C,3,GUMBEL_SOFTMAX,K_PENALTY,7,4.5,1.626562,1.335927,,2.9998,0.2141,0.2141
heteroscedastic,C,3,GUMBEL_SOFTMAX,K_PENALTY,2026,10.2,2.021752,1.74815,,2.5515,0.2442,0.2442
heteroscedastic,C,3,GUMBEL_SOFTMAX,K_PENALTY,31,11.8,1.647855,1.34575,,3.0,0.4197,0.4197
heteroscedastic,C,3,GUMBEL_SOFTMAX,ELBO,42,11.3,2.613973,1.803398,,2.0509,0.1556,0.1556
heteroscedastic,C,3,GUMBEL_SOFTMAX,ELBO,123,10.2,2.493244,1.829237,,2.0351,0.1114,0.1114
heteroscedastic,C,3,GUMBEL_SOFTMAX,ELBO,7,20.4,2.19646,1.727281,,2.0349,0.1718,0.1718
heteroscedastic,C,3,GUMBEL_SOFTMAX,ELBO,2026,17.1,2.26156,1.832356,,2.0493,0.1092,0.1092
heteroscedastic,C,3,GUMBEL_SOFTMAX,ELBO,31,12.6,2.047265,1.716249,,2.0742,0.2052,0.2052
heteroscedastic,C,5,SOFT_GATING,NONE,42,21.7,1.913116,1.431613,,3.8655,0.2068,0.2871
heteroscedastic,C,5,SOFT_GATING,NONE,123,17.7,1.720501,1.406484,,3.9983,0.1776,0.2618
heteroscedastic,C,5,SOFT_GATING,NONE,7,8.9,1.637103,1.341198,,3.6026,0.208,0.2782
heteroscedastic,C,5,SOFT_GATING,NONE,2026,27.9,1.842297,1.525971,,4.8483,0.4003,0.631
heteroscedastic,C,5,SOFT_GATING,NONE,31,15.8,1.660197,1.348192,,2.4937,0.5542,0.6983
heteroscedastic,C,5,SOFT_GATING,K_PENALTY,42,14.1,1.895798,1.414339,,3.767,0.3601,0.5243
heteroscedastic,C,5,SOFT_GATING,K_PENALTY,123,31.9,1.82458,1.444833,,3.0334,0.5632,0.6394
heteroscedastic,C,5,SOFT_GATING,K_PENALTY,7,13.3,1.640285,1.270308,,3.3063,0.206,0.2847
heteroscedastic,C,5,SOFT_GATING,K_PENALTY,2026,21.5,1.894271,1.593891,,4.6604,0.3849,0.5513
heteroscedastic,C,5,SOFT_GATING,K_PENALTY,31,8.6,1.846885,1.651834,,2.1378,0.5204,0.7274
heteroscedastic,C,5,SOFT_GATING,ELBO,42,32.7,1.906717,1.437526,,3.075,0.4793,0.5045
heteroscedastic,C,5,SOFT_GATING,ELBO,123,31.1,1.798228,1.437513,,3.0282,0.3512,0.39
heteroscedastic,C,5,SOFT_GATING,ELBO,7,33.2,1.615796,1.280857,,3.0623,0.3914,0.5243
heteroscedastic,C,5,SOFT_GATING,ELBO,2026,32.4,1.867832,1.481793,,3.0268,0.3906,0.4878
heteroscedastic,C,5,SOFT_GATING,ELBO,31,17.2,1.814798,1.4231,,3.0639,0.4801,0.5478
heteroscedastic,C,5,GUMBEL_SOFTMAX,NONE,42,18.4,2.013677,1.452514,,4.5389,0.3631,0.5666
heteroscedastic,C,5,GUMBEL_SOFTMAX,NONE,123,16.1,1.856581,1.4255,,4.7332,0.2987,0.5269
heteroscedastic,C,5,GUMBEL_SOFTMAX,NONE,7,15.7,1.652827,1.280967,,4.9997,0.5133,0.7442
heteroscedastic,C,5,GUMBEL_SOFTMAX,NONE,2026,11.4,1.90298,1.65797,,4.748,0.345,0.547
heteroscedastic,C,5,GUMBEL_SOFTMAX,NONE,31,8.6,1.741974,1.674667,,3.1798,0.2262,0.3098
heteroscedastic,C,5,GUMBEL_SOFTMAX,K_PENALTY,42,21.0,1.811888,1.407148,,4.4384,0.3186,0.4909
heteroscedastic,C,5,GUMBEL_SOFTMAX,K_PENALTY,123,16.1,1.719597,1.446237,,4.6044,0.2772,0.4605
heteroscedastic,C,5,GUMBEL_SOFTMAX,K_PENALTY,7,15.8,1.65301,1.281007,,4.9997,0.5369,0.7442
heteroscedastic,C,5,GUMBEL_SOFTMAX,K_PENALTY,2026,14.8,1.981736,1.553542,,4.123,0.4582,0.6191
heteroscedastic,C,5,GUMBEL_SOFTMAX,K_PENALTY,31,18.0,1.724099,1.6129,,3.03,0.3245,0.3951
heteroscedastic,C,5,GUMBEL_SOFTMAX,ELBO,42,19.2,2.115018,1.70352,,2.3496,0.241,0.4565
heteroscedastic,C,5,GUMBEL_SOFTMAX,ELBO,123,11.2,1.884151,1.675116,,2.2219,0.2713,0.5185
heteroscedastic,C,5,GUMBEL_SOFTMAX,ELBO,7,22.2,1.727581,1.646886,,2.3525,0.1625,0.2819
heteroscedastic,C,5,GUMBEL_SOFTMAX,ELBO,2026,17.8,2.005578,1.72279,,2.1945,0.1702,0.2852
heteroscedastic,C,5,GUMBEL_SOFTMAX,ELBO,31,27.6,1.762716,1.604103,,2.3444,0.2486,0.4501
heteroscedastic,C,7,SOFT_GATING,NONE,42,14.8,1.910719,1.54977,,5.0412,0.5448,0.7056
heteroscedastic,C,7,SOFT_GATING,NONE,123,29.4,1.73714,1.41296,,6.9901,0.6508,0.712
heteroscedastic,C,7,SOFT_GATING,NONE,7,22.3,1.678876,1.33261,,4.5569,0.102,0.1667
heteroscedastic,C,7,SOFT_GATING,NONE,2026,28.6,1.835239,1.481105,,4.9084,0.3461,0.3705
heteroscedastic,C,7,SOFT_GATING,NONE,31,28.2,1.640372,1.366329,,6.1778,0.3408,0.6124
heteroscedastic,C,7,SOFT_GATING,K_PENALTY,42,11771.6,2.187114,1.433925,,4.5876,0.5511,0.7393
heteroscedastic,C,7,SOFT_GATING,K_PENALTY,123,18.8,1.705361,1.393056,,6.989,0.6564,0.7106
heteroscedastic,C,7,SOFT_GATING,K_PENALTY,7,17.9,1.615732,1.345806,,4.0009,0.3257,0.376
heteroscedastic,C,7,SOFT_GATING,K_PENALTY,2026,26.1,1.835656,1.476233,,4.6906,0.3673,0.3907
heteroscedastic,C,7,SOFT_GATING,K_PENALTY,31,18.6,1.572122,1.345059,,5.1462,0.2008,0.3495
heteroscedastic,C,7,SOFT_GATING,ELBO,42,34.6,1.789073,1.418927,,3.8379,0.0523,0.0918
heteroscedastic,C,7,SOFT_GATING,ELBO,123,21.3,1.964314,1.60481,,3.9623,0.2361,0.3052
heteroscedastic,C,7,SOFT_GATING,ELBO,7,37.5,1.593272,1.317078,,3.769,0.074,0.1371
heteroscedastic,C,7,SOFT_GATING,ELBO,2026,29.8,2.085429,1.560697,,3.7765,0.0461,0.065
heteroscedastic,C,7,SOFT_GATING,ELBO,31,40.3,1.597811,1.34581,,3.7914,0.0673,0.1039
heteroscedastic,C,7,GUMBEL_SOFTMAX,NONE,42,13.3,2.043225,1.488639,,5.3902,0.1731,0.2919
heteroscedastic,C,7,GUMBEL_SOFTMAX,NONE,123,22.2,1.77523,1.407812,,6.9998,0.2268,0.3107
heteroscedastic,C,7,GUMBEL_SOFTMAX,NONE,7,15.4,1.800551,1.33857,,5.0561,0.1212,0.2202
heteroscedastic,C,7,GUMBEL_SOFTMAX,NONE,2026,12.1,1.876386,1.527523,,5.2152,0.3327,0.5192
heteroscedastic,C,7,GUMBEL_SOFTMAX,NONE,31,22.7,1.709329,1.376208,,6.356,0.5644,0.696
heteroscedastic,C,7,GUMBEL_SOFTMAX,K_PENALTY,42,29.2,1.759256,1.47495,,5.1801,0.2214,0.3708
heteroscedastic,C,7,GUMBEL_SOFTMAX,K_PENALTY,123,18.4,1.693156,1.427603,,5.3718,0.268,0.3596
heteroscedastic,C,7,GUMBEL_SOFTMAX,K_PENALTY,7,22.4,1.729658,1.32289,,4.3253,0.2412,0.3016
heteroscedastic,C,7,GUMBEL_SOFTMAX,K_PENALTY,2026,13.5,1.945932,1.575869,,5.0549,0.3824,0.5299
heteroscedastic,C,7,GUMBEL_SOFTMAX,K_PENALTY,31,14.0,1.900383,1.397159,,6.341,0.5122,0.6445
heteroscedastic,C,7,GUMBEL_SOFTMAX,ELBO,42,38.1,1.873694,1.626901,,2.5079,0.0915,0.1873
heteroscedastic,C,7,GUMBEL_SOFTMAX,ELBO,123,30.1,1.977668,1.699569,,2.5777,0.1323,0.2624
heteroscedastic,C,7,GUMBEL_SOFTMAX,ELBO,7,24.5,1.645393,1.647897,,2.5737,0.1936,0.3056
heteroscedastic,C,7,GUMBEL_SOFTMAX,ELBO,2026,25.6,1.947965,1.738458,,2.6635,0.423,0.5726
heteroscedastic,C,7,GUMBEL_SOFTMAX,ELBO,31,27.0,1.630228,1.596438,,2.5284,0.1644,0.2851
bimodal,C,3,SOFT_GATING,NONE,42,4.6,2.303305,1.838195,,2.8026,0.3975,0.3975
bimodal,C,3,SOFT_GATING,NONE,123,2.7,2.274867,1.830372,,2.9879,0.4143,0.4143
bimodal,C,3,SOFT_GATING,NONE,7,4.9,2.469826,1.882415,,2.9096,0.2944,0.2944
bimodal,C,3,SOFT_GATING,NONE,2026,13.8,2.259586,1.827607,,2.9071,0.2933,0.2933
bimodal,C,3,SOFT_GATING,NONE,31,4.5,2.245941,1.823644,,2.9817,0.2589,0.2589
bimodal,C,3,SOFT_GATING,K_PENALTY,42,4.8,2.303985,1.838519,,2.7553,0.4019,0.4019
bimodal,C,3,SOFT_GATING,K_PENALTY,123,3.7,2.296778,1.835225,,2.9167,0.4546,0.4546
bimodal,C,3,SOFT_GATING,K_PENALTY,7,1.7,2.897089,1.9745,,2.7614,0.1521,0.1521
bimodal,C,3,SOFT_GATING,K_PENALTY,2026,15.3,2.339471,1.848758,,2.6149,0.2677,0.2677
bimodal,C,3,SOFT_GATING,K_PENALTY,31,4.5,2.250854,1.824314,,2.9669,0.24,0.24
bimodal,C,3,SOFT_GATING,ELBO,42,11.1,2.393092,1.856418,,2.3483,0.1813,0.1813
bimodal,C,3,SOFT_GATING,ELBO,123,5.4,2.364115,1.853097,,2.3347,0.3725,0.3725
bimodal,C,3,SOFT_GATING,ELBO,7,12.4,2.321367,1.840622,,2.3384,0.1569,0.1569
bimodal,C,3,SOFT_GATING,ELBO,2026,15.8,2.284384,1.833257,,2.357,0.2245,0.2245
bimodal,C,3,SOFT_GATING,ELBO,31,7.2,2.289127,1.834425,,2.3205,0.2318,0.2318
bimodal,C,3,GUMBEL_SOFTMAX,NONE,42,8.2,2.36804,1.85183,,2.9921,0.4977,0.4977
bimodal,C,3,GUMBEL_SOFTMAX,NONE,123,2.1,2.303036,1.837444,,2.9972,0.1058,0.1058
bimodal,C,3,GUMBEL_SOFTMAX,NONE,7,8.8,2.283339,1.831724,,2.9999,0.5742,0.5742
bimodal,C,3,GUMBEL_SOFTMAX,NONE,2026,14.9,2.225467,1.820215,,3.0,0.4768,0.4768
bimodal,C,3,GUMBEL_SOFTMAX,NONE,31,3.8,2.249477,1.824462,,2.9982,0.3932,0.3932
bimodal,C,3,GUMBEL_SOFTMAX,K_PENALTY,42,9.6,2.360962,1.84979,,2.9893,0.4498,0.4498
bimodal,C,3,GUMBEL_SOFTMAX,K_PENALTY,123,2.2,2.302981,1.837424,,2.9968,0.1048,0.1048
bimodal,C,3,GUMBEL_SOFTMAX,K_PENALTY,7,4.5,2.290738,1.833612,,2.9994,0.5231,0.5231
bimodal,C,3,GUMBEL_SOFTMAX,K_PENALTY,2026,16.1,2.233556,1.821737,,2.9625,0.3561,0.3561
bimodal,C,3,GUMBEL_SOFTMAX,K_PENALTY,31,3.7,2.249349,1.824434,,2.998,0.3934,0.3934
bimodal,C,3,GUMBEL_SOFTMAX,ELBO,42,7.4,3.147631,2.007703,,2.0838,0.315,0.315
bimodal,C,3,GUMBEL_SOFTMAX,ELBO,123,7.2,2.81133,1.95583,,2.1106,0.2535,0.2535
bimodal,C,3,GUMBEL_SOFTMAX,ELBO,7,5.0,2.59212,1.915755,,2.1999,0.2849,0.2849
bimodal,C,3,GUMBEL_SOFTMAX,ELBO,2026,4.4,2.625957,1.910509,,2.1532,0.2278,0.2278
bimodal,C,3,GUMBEL_SOFTMAX,ELBO,31,7.4,2.805302,1.962411,,2.1513,0.2821,0.2821
bimodal,C,5,SOFT_GATING,NONE,42,15.3,2.350024,1.847549,,3.7685,0.476,0.6859
bimodal,C,5,SOFT_GATING,NONE,123,10.3,2.343932,1.845144,,4.7428,0.0858,0.1728
bimodal,C,5,SOFT_GATING,NONE,7,9.5,2.379641,1.852282,,4.3157,0.2771,0.4956
bimodal,C,5,SOFT_GATING,NONE,2026,13.0,2.228429,1.820696,,4.7235,0.6102,0.7412
bimodal,C,5,SOFT_GATING,NONE,31,23.0,2.289728,1.834695,,3.9382,0.5712,0.6759
bimodal,C,5,SOFT_GATING,K_PENALTY,42,22.0,2.381851,1.854179,,2.692,0.3159,0.5444
bimodal,C,5,SOFT_GATING,K_PENALTY,123,11.5,2.295475,1.836142,,4.0755,0.258,0.3467
bimodal,C,5,SOFT_GATING,K_PENALTY,7,4.7,2.433121,1.866172,,4.0598,0.2272,0.34
bimodal,C,5,SOFT_GATING,K_PENALTY,2026,24.7,2.312298,1.84024,,3.7763,0.3931,0.5054
bimodal,C,5,SOFT_GATING,K_PENALTY,31,8.4,2.34047,1.843931,,2.8776,0.3281,0.5602
bimodal,C,5,SOFT_GATING,ELBO,42,23.3,2.376888,1.852534,,3.0716,0.3483,0.5761
bimodal,C,5,SOFT_GATING,ELBO,123,5.3,2.365949,1.855149,,3.039,0.3048,0.3804
bimodal,C,5,SOFT_GATING,ELBO,7,21.3,2.370494,1.853922,,3.0565,0.1802,0.359
bimodal,C,5,SOFT_GATING,ELBO,2026,23.5,2.28146,1.832329,,3.0749,0.3586,0.5619
bimodal,C,5,SOFT_GATING,ELBO,31,14.1,2.417565,1.86053,,2.9781,0.3461,0.6021
bimodal,C,5,GUMBEL_SOFTMAX,NONE,42,15.5,2.394507,1.856474,,3.9148,0.2742,0.4479
bimodal,C,5,GUMBEL_SOFTMAX,NONE,123,6.1,2.32031,1.840066,,4.981,0.4436,0.6643
bimodal,C,5,GUMBEL_SOFTMAX,NONE,7,13.2,2.418129,1.862166,,4.9891,0.5852,0.6795
bimodal,C,5,GUMBEL_SOFTMAX,NONE,2026,12.1,2.24898,1.825095,,4.9986,0.4638,0.6916
bimodal,C,5,GUMBEL_SOFTMAX,NONE,31,10.7,2.48126,1.875717,,2.3562,0.2595,0.5271
bimodal,C,5,GUMBEL_SOFTMAX,K_PENALTY,42,10.0,2.625845,1.900465,,2.2771,0.241,0.4605
bimodal,C,5,GUMBEL_SOFTMAX,K_PENALTY,123,6.3,2.322821,1.840429,,4.9602,0.288,0.4951
bimodal,C,5,GUMBEL_SOFTMAX,K_PENALTY,7,14.6,2.448429,1.866469,,4.9441,0.6515,0.7874
bimodal,C,5,GUMBEL_SOFTMAX,K_PENALTY,2026,20.4,2.391092,1.855581,,3.6901,0.3604,0.5043
bimodal,C,5,GUMBEL_SOFTMAX,K_PENALTY,31,14.2,2.422213,1.862175,,2.1324,0.2395,0.4449
bimodal,C,5,GUMBEL_SOFTMAX,ELBO,42,9.7,2.949522,1.956449,,2.3652,0.2874,0.5091
bimodal,C,5,GUMBEL_SOFTMAX,ELBO,123,5.4,2.391883,1.873747,,2.1333,0.2282,0.4117
bimodal,C,5,GUMBEL_SOFTMAX,ELBO,7,19.3,2.279422,1.843928,,2.249,0.2859,0.4869
bimodal,C,5,GUMBEL_SOFTMAX,ELBO,2026,21.2,2.530526,1.88498,,2.2916,0.3142,0.5102
bimodal,C,5,GUMBEL_SOFTMAX,ELBO,31,5.4,2.690856,1.923984,,2.2862,0.2177,0.4097
bimodal,C,7,SOFT_GATING,NONE,42,23.1,2.345491,1.850374,,4.9512,0.567,0.6841
bimodal,C,7,SOFT_GATING,NONE,123,31.1,2.298774,1.836333,,6.3439,0.1473,0.1649
bimodal,C,7,SOFT_GATING,NONE,7,10.1,2.391671,1.85892,,4.9504,0.1831,0.3012
bimodal,C,7,SOFT_GATING,NONE,2026,28.7,2.228259,1.819791,,6.4208,0.3988,0.4657
bimodal,C,7,SOFT_GATING,NONE,31,39.1,2.230006,1.820953,,5.5343,0.3645,0.5697
bimodal,C,7,SOFT_GATING,K_PENALTY,42,18.8,2.320369,1.841522,,4.054,0.3412,0.4969
bimodal,C,7,SOFT_GATING,K_PENALTY,123,24.8,2.358489,1.850254,,4.0388,0.1172,0.1428
bimodal,C,7,SOFT_GATING,K_PENALTY,7,11.6,2.43165,1.864703,,3.0699,0.0696,0.1247
bimodal,C,7,SOFT_GATING,K_PENALTY,2026,14.9,2.230484,1.821927,,4.1106,0.3205,0.4678
bimodal,C,7,SOFT_GATING,K_PENALTY,31,41.1,2.251472,1.824953,,3.3248,0.3961,0.4971
bimodal,C,7,SOFT_GATING,ELBO,42,24.3,2.380738,1.853954,,3.7592,0.3538,0.4848
bimodal,C,7,SOFT_GATING,ELBO,123,14.4,2.303762,1.844345,,3.798,0.2165,0.4003
bimodal,C,7,SOFT_GATING,ELBO,7,24.0,2.373206,1.852096,,3.7071,0.2805,0.4012
bimodal,C,7,SOFT_GATING,ELBO,2026,36.8,2.233108,1.821246,,3.7169,0.1796,0.3045
bimodal,C,7,SOFT_GATING,ELBO,31,21.4,2.370487,1.855128,,3.6414,0.1987,0.3705
bimodal,C,7,GUMBEL_SOFTMAX,NONE,42,28.3,2.337133,1.845175,,6.6589,0.51,0.5795
bimodal,C,7,GUMBEL_SOFTMAX,NONE,123,23.7,2.346885,1.846547,,6.9989,0.2181,0.2445
bimodal,C,7,GUMBEL_SOFTMAX,NONE,7,14.3,2.289092,1.834268,,6.9741,0.4834,0.5063
bimodal,C,7,GUMBEL_SOFTMAX,NONE,2026,10.9,2.23683,1.822297,,6.9927,0.4035,0.5036
bimodal,C,7,GUMBEL_SOFTMAX,NONE,31,23.2,2.253877,1.825584,,6.9999,0.5127,0.6613
bimodal,C,7,GUMBEL_SOFTMAX,K_PENALTY,42,23.4,2.446997,1.866001,,4.3862,0.2214,0.34
bimodal,C,7,GUMBEL_SOFTMAX,K_PENALTY,123,21.8,2.329612,1.844163,,6.9941,0.2937,0.3129
bimodal,C,7,GUMBEL_SOFTMAX,K_PENALTY,7,8.7,2.458621,1.869851,,5.049,0.0957,0.233
bimodal,C,7,GUMBEL_SOFTMAX,K_PENALTY,2026,21.5,2.268684,1.830601,,4.822,0.235,0.4918
bimodal,C,7,GUMBEL_SOFTMAX,K_PENALTY,31,34.4,2.227332,1.820938,,6.9996,0.4642,0.661
bimodal,C,7,GUMBEL_SOFTMAX,ELBO,42,14.5,2.636786,1.909088,,2.7635,0.1399,0.2784
bimodal,C,7,GUMBEL_SOFTMAX,ELBO,123,9.3,2.582589,1.904721,,2.5862,0.1265,0.2618
bimodal,C,7,GUMBEL_SOFTMAX,ELBO,7,15.8,2.641728,1.908051,,2.4224,0.1212,0.2531
bimodal,C,7,GUMBEL_SOFTMAX,ELBO,2026,20.0,2.463191,1.86965,,2.4889,0.2458,0.4617
bimodal,C,7,GUMBEL_SOFTMAX,ELBO,31,32.9,2.484992,1.872872,,2.4339,0.1736,0.3488
piecewise,C,3,SOFT_GATING,NONE,42,11.2,0.299351,0.54092,,2.8325,0.29,0.29
piecewise,C,3,SOFT_GATING,NONE,123,7.4,0.329215,0.501112,,2.7266,0.5786,0.5786
piecewise,C,3,SOFT_GATING,NONE,7,4.5,0.23905,0.454233,,2.7101,0.0518,0.0518
piecewise,C,3,SOFT_GATING,NONE,2026,9.9,0.325731,0.504328,,2.9581,0.3409,0.3409
piecewise,C,3,SOFT_GATING,NONE,31,7.3,0.291199,0.575259,,2.9974,0.4971,0.4971
piecewise,C,3,SOFT_GATING,K_PENALTY,42,8.7,0.292926,0.522646,,2.7468,0.2278,0.2278
piecewise,C,3,SOFT_GATING,K_PENALTY,123,7.3,0.333943,0.513225,,2.6953,0.4073,0.4073
piecewise,C,3,SOFT_GATING,K_PENALTY,7,4.4,0.243203,0.494167,,2.756,0.029,0.029
piecewise,C,3,SOFT_GATING,K_PENALTY,2026,11.1,0.326715,0.49487,,2.7342,0.3411,0.3411
piecewise,C,3,SOFT_GATING,K_PENALTY,31,7.2,0.333781,0.604006,,2.9965,0.5109,0.5109
piecewise,C,3,SOFT_GATING,ELBO,42,17.9,0.278606,0.508004,,2.3462,0.5468,0.5468
piecewise,C,3,SOFT_GATING,ELBO,123,15.4,0.398086,0.634757,,2.348,0.4886,0.4886
piecewise,C,3,SOFT_GATING,ELBO,7,9.3,0.258623,0.590546,,2.3623,0.2399,0.2399
piecewise,C,3,SOFT_GATING,ELBO,2026,6.3,0.345184,0.688723,,2.3754,0.0857,0.0857
piecewise,C,3,SOFT_GATING,ELBO,31,5.1,0.378649,0.943693,,2.3157,0.1735,0.1735
piecewise,C,3,GUMBEL_SOFTMAX,NONE,42,8.5,0.301242,0.529854,,2.9951,0.2988,0.2988
piecewise,C,3,GUMBEL_SOFTMAX,NONE,123,6.3,0.297202,0.500601,,2.993,0.6154,0.6154
piecewise,C,3,GUMBEL_SOFTMAX,NONE,7,11.7,0.235431,0.424405,,2.9944,0.3323,0.3323
piecewise,C,3,GUMBEL_SOFTMAX,NONE,2026,7.2,0.388321,0.873826,,2.9617,0.3136,0.3136
piecewise,C,3,GUMBEL_SOFTMAX,NONE,31,11.3,0.293166,0.568836,,3.0,0.1747,0.1747
piecewise,C,3,GUMBEL_SOFTMAX,K_PENALTY,42,11.2,0.291771,0.513808,,2.9978,0.3385,0.3385
piecewise,C,3,GUMBEL_SOFTMAX,K_PENALTY,123,6.5,0.295656,0.499079,,2.9876,0.4726,0.4726
piecewise,C,3,GUMBEL_SOFTMAX,K_PENALTY,7,9.1,0.236944,0.440593,,2.9949,0.2667,0.2667
piecewise,C,3,GUMBEL_SOFTMAX,K_PENALTY,2026,5.1,0.395519,0.906478,,2.5745,0.2517,0.2517
piecewise,C,3,GUMBEL_SOFTMAX,K_PENALTY,31,4.7,0.317069,0.597999,,2.9998,0.2064,0.2064
piecewise,C,3,GUMBEL_SOFTMAX,ELBO,42,8.7,0.486794,1.002929,,2.179,0.2164,0.2164
piecewise,C,3,GUMBEL_SOFTMAX,ELBO,123,13.5,0.533569,1.052605,,2.1396,0.1936,0.1936
piecewise,C,3,GUMBEL_SOFTMAX,ELBO,7,9.4,0.511864,1.093745,,2.112,0.1532,0.1532
piecewise,C,3,GUMBEL_SOFTMAX,ELBO,2026,6.4,0.762134,1.149829,,2.0778,0.1837,0.1837
piecewise,C,3,GUMBEL_SOFTMAX,ELBO,31,13.3,0.597206,1.139207,,2.1226,0.2446,0.2446
piecewise,C,5,SOFT_GATING,NONE,42,5.2,0.292622,0.513322,,4.0677,0.3847,0.4596
piecewise,C,5,SOFT_GATING,NONE,123,13.7,0.271768,0.4728,,4.8072,0.1245,0.1842
piecewise,C,5,SOFT_GATING,NONE,7,20.2,0.229172,0.435093,,4.6258,0.7439,0.8034
piecewise,C,5,SOFT_GATING,NONE,2026,16.1,0.324621,0.499892,,4.4345,0.6997,0.8207
piecewise,C,5,SOFT_GATING,NONE,31,5.6,0.523225,0.998958,,3.0008,0.711,0.7758
piecewise,C,5,SOFT_GATING,K_PENALTY,42,14.0,0.314577,0.571416,,3.7535,0.7119,0.7718
piecewise,C,5,SOFT_GATING,K_PENALTY,123,4.6,0.337476,0.548451,,4.6248,0.1542,0.222
piecewise,C,5,SOFT_GATING,K_PENALTY,7,24.0,0.237281,0.401537,,4.0815,0.3291,0.4195
piecewise,C,5,SOFT_GATING,K_PENALTY,2026,12.8,0.33371,0.508603,,4.1939,0.222,0.3696
piecewise,C,5,SOFT_GATING,K_PENALTY,31,2.9,0.475558,1.118218,,2.3522,0.4984,0.6083
piecewise,C,5,SOFT_GATING,ELBO,42,16.7,0.286266,0.499862,,3.0908,0.3636,0.5434
piecewise,C,5,SOFT_GATING,ELBO,123,27.7,0.281554,0.479712,,3.0845,0.2483,0.4303
piecewise,C,5,SOFT_GATING,ELBO,7,22.8,0.242786,0.490726,,3.136,0.1539,0.2189
piecewise,C,5,SOFT_GATING,ELBO,2026,11.9,0.37439,0.626866,,3.1088,0.3545,0.5293
piecewise,C,5,SOFT_GATING,ELBO,31,14.2,0.380031,0.680863,,3.1763,0.4296,0.5951
piecewise,C,5,GUMBEL_SOFTMAX,NONE,42,5.1,0.36825,0.581023,,4.9551,0.3997,0.5797
piecewise,C,5,GUMBEL_SOFTMAX,NONE,123,18.4,0.291927,0.509562,,4.9996,0.5364,0.6671
piecewise,C,5,GUMBEL_SOFTMAX,NONE,7,10.0,0.257061,0.459527,,4.9783,0.3419,0.5331
piecewise,C,5,GUMBEL_SOFTMAX,NONE,2026,10.1,0.334003,0.531513,,4.9972,0.3375,0.5754
piecewise,C,5,GUMBEL_SOFTMAX,NONE,31,4.6,0.60143,1.08566,,2.5667,0.2517,0.356
piecewise,C,5,GUMBEL_SOFTMAX,K_PENALTY,42,9.3,0.339985,0.552576,,4.9765,0.3829,0.6001
piecewise,C,5,GUMBEL_SOFTMAX,K_PENALTY,123,13.7,0.27055,0.470216,,4.9996,0.4868,0.7086
